Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
551,4.692177296,-7.208866596,19.36076469,23.50371997,-30.87879603,-105.7601623,-77.06636,10.025635,8.058958,153.94392,-38.52114,-3.4393246,-112.9269,-0.30695543,22.83406,160.75108,-20.68217,-15.000033,-39.332897,-19.293274,29.793802,-42.740246,50.891464,-53.04114,33.770794,24.84254,-6.3354235,13.477508,-2.613888,-19.890093,52.096817,99.44225,-40.85717,-16.954111,-51.192772
552,4.730137348,-7.33275795,19.35458298,22.80755445,-30.51209689,-104.9648604,-77.99128,9.740926,7.8426046,154.07068,-38.51213,-3.5401158,-113.351814,-0.9436724,22.922329,160.84657,-20.887774,-15.000033,-39.362904,-19.121574,29.793802,-42.676197,51.316154,-53.588852,34.50639,24.778086,-6.4302187,13.545699,-2.484145,-19.578672,52.116398,99.79202,-40.147774,-16.990957,-50.384415
553,4.773020267,-7.426294804,19.38310356,22.1768634,-30.10847197,-104.22124,-78.86737,9.498654,7.7095404,154.11563,-38.452446,-3.6251535,-113.73272,-1.5318644,23.022406,160.88239,-21.104372,-15.000033,-39.35407,-18.975103,29.793802,-42.62049,51.748764,-54.11685,35.31815,24.694574,-6.5492773,13.6262665,-2.420821,-19.211363,52.211094,100.00171,-39.539673,-16.752466,-49.57777
554,4.823336601,-7.5045681,19.44007607,21.59707398,-29.67318217,-103.5154708,-79.72313,9.247367,7.6167984,154.08896,-38.329693,-3.7471056,-114.07706,-2.0931945,23.131142,160.87021,-21.332554,-15.000033,-39.3109,-18.845354,29.793802,-42.579365,52.189003,-54.639534,36.197014,24.606014,-6.683647,13.717236,-2.4088824,-18.782274,52.37084,100.12145,-38.981327,-16.302551,-48.76095
555,4.872002602,-7.566009998,19.53310509,21.0602776,-29.18523031,-102.8690819,-80.539696,9.030728,7.562263,153.98006,-38.179253,-3.8495576,-114.36587,-2.6409585,23.206972,160.78029,-21.5841,-15.000033,-39.22106,-18.718735,29.793802,-42.53391,52.63385,-55.127342,37.111336,24.45807,-6.8018136,13.791879,-2.4567025,-18.300457,52.596256,100.23196,-38.43626,-15.699097,-47.820744
556,4.928674698,-7.604171276,19.68181725,20.55814668,-28.62412424,-102.3023579,-81.299416,8.894307,7.5430746,153.78334,-38.03916,-3.8741617,-114.58174,-3.188131,23.206873,160.5834,-21.86973,-15.000033,-39.07245,-18.578573,29.793802,-42.464443,53.080387,-55.54951,38.028816,24.195452,-6.8721156,13.8230295,-2.5688198,-17.786709,52.886314,100.40266,-37.87033,-14.995676,-46.64154
557,4.97596693,-7.611346245,19.88282318,20.08699159,-27.98442093,-101.8160742,-82.00253,8.844699,7.5641584,153.49553,-37.921658,-3.8076065,-114.721664,-3.734713,23.127514,160.2753,-22.196867,-15.000033,-38.8661,-18.415321,29.793802,-42.362854,53.524677,-55.878975,38.960213,23.783636,-6.876505,13.786388,-2.740482,-17.256826,53.257313,100.61874,-37.288174,-14.144422,-45.17641
558,5.03681469,-7.601688862,20.13512535,19.6467487,-27.27876567,-101.397116,-82.65888,8.861307,7.623213,153.12337,-37.808926,-3.6779056,-114.79605,-4.274437,22.986143,159.86862,-22.554436,-15.000033,-38.60707,-18.23215,29.793802,-42.23543,53.966213,-56.131775,39.91495,23.263523,-6.8346133,13.702405,-2.9587321,-16.716965,53.686527,100.82851,-36.73401,-13.132309,-43.49738
559,5.116634846,-7.56362915,20.44646759,19.23383134,-26.51092118,-101.0461595,-83.26872,8.945712,7.7044835,152.66725,-37.68951,-3.4914908,-114.80872,-4.8071117,22.77576,159.36436,-22.925705,-15.000033,-38.28423,-18.02635,29.793802,-42.09405,54.40468,-56.353947,40.859608,22.686125,-6.7725525,13.610379,-3.1973135,-16.1773,54.20249,101.030174,-36.132107,-12.059281,-41.658978
560,5.187877655,-7.506748199,20.80543823,18.84609839,-25.68428825,-100.765285,-83.83301,9.100046,7.7899156,152.12979,-37.549335,-3.255785,-114.75942,-5.332143,22.48308,158.75594,-23.293924,-15.000033,-37.888123,-17.7964,29.793802,-41.94326,54.84096,-56.583126,41.758823,22.107744,-6.7171645,13.549361,-3.439312,-15.6502,54.781242,101.2269,-35.45623,-11.021951,-39.716354
561,5.291435719,-7.442538261,21.20675392,18.47291551,-24.79291168,-100.5722125,-84.35344,9.364019,7.875962,151.51491,-37.3832,-2.9355452,-114.63032,-5.852196,22.075937,158.03091,-23.661224,-15.000033,-37.40425,-17.5362,29.793802,-41.776,55.273006,-56.82742,42.62909,21.494253,-6.6778183,13.546775,-3.661195,-15.145185,55.508915,101.43685,-34.661007,-9.981184,-37.633965
562,5.397446156,-7.36362505,21.66568108,18.10890007,-23.83838481,-100.4546021,-84.8318,9.723574,7.9703026,150.82365,-37.200806,-2.5374172,-114.42439,-6.3635764,21.568615,157.19495,-24.031267,-15.000033,-36.840115,-17.240145,29.793802,-41.592873,55.698277,-57.068188,43.479095,20.83392,-6.64057,13.5756235,-3.866462,-14.667334,56.376778,101.63324,-33.770374,-8.892546,-35.40083
563,5.435272694,-7.2319417,22.20865173,17.7618674,-22.83518896,-100.3699371,-85.26484,10.099589,8.077079,150.05089,-37.020054,-2.1286213,-114.1754,-6.8628535,21.023178,156.27565,-24.394293,-15.000033,-36.220737,-16.910269,29.793802,-41.407825,56.1147,-57.29754,44.26349,20.221426,-6.5974174,13.593075,-4.092406,-14.222917,57.195473,101.764175,-32.873135,-7.846823,-33.103283
564,5.489019394,-7.106029034,22.77670403,17.4387252,-21.79568803,-100.2755778,-85.65065,10.416033,8.203073,149.19547,-36.855167,-1.7751279,-113.92066,-7.349049,20.500973,155.29768,-24.741203,-15.000033,-35.5641,-16.541864,29.793802,-41.264194,56.51669,-57.544376,44.943405,19.728395,-6.5394115,13.55694,-4.359634,-13.818504,57.831776,101.76836,-31.976109,-6.9399247,-30.815945
565,5.576717377,-6.992798805,23.38568611,17.13917243,-20.70679837,-100.1541959,-85.99038,10.654098,8.364889,148.24423,-36.713078,-1.4871774,-113.68067,-7.823651,20.019993,154.2585,-25.065151,-15.000033,-34.85208,-16.111849,29.793802,-41.210976,56.89385,-57.841747,45.508877,19.344646,-6.4675865,13.431654,-4.6527166,-13.461766,58.203064,101.617935,-31.034565,-6.19544,-28.579685
566,5.675708294,-6.883908749,24.03543015,16.85779567,-19.56554142,-100.0279847,-86.28363,10.857695,8.561287,147.20576,-36.588955,-1.2278184,-113.43441,-8.285486,19.546867,153.14604,-25.37108,-15.000033,-34.072243,-15.617949,29.793802,-41.246124,57.23424,-58.201904,45.995186,19.02872,-6.385406,13.248811,-4.9542623,-13.158023,58.41179,101.33199,-30.01637,-5.5496626,-26.335669
567,5.770681858,-6.780080318,24.71943398,16.59258318,-18.40399906,-99.91321435,-86.52076,11.041368,8.771671,146.10657,-36.48145,-0.9948187,-113.158936,-8.731589,19.069881,151.98273,-25.669273,-15.000033,-33.26706,-15.112732,29.793802,-41.23606,57.523323,-58.47723,46.424255,18.906559,-6.2884464,13.065849,-5.3134904,-12.904797,58.47806,100.93214,-29.089108,-4.9793925,-24.010141
568,5.851241112,-6.667424679,25.44334717,16.34110724,-17.25092333,-99.82810476,-86.69711,11.218013,8.969485,144.9693,-36.3855,-0.7885526,-112.831184,-9.159124,18.571114,150.78601,-25.967587,-15.000033,-32.470963,-14.600483,29.793802,-41.32615,57.80264,-58.942673,46.844555,18.768692,-6.173078,12.9431305,-5.7742767,-12.701404,58.465946,100.47508,-28.351942,-4.4704714,-21.531328
569,5.927238464,-6.56760788,26.19354744,16.11449137,-16.11268826,-99.77254168,-86.798134,11.383325,9.159848,143.78828,-36.302303,-0.6159292,-112.434525,-9.567087,18.05321,149.55853,-26.282946,-15.000033,-31.717337,-14.167047,29.793802,-41.16994,58.03963,-59.093044,47.225105,19.029781,-6.0342307,12.895606,-6.3706717,-12.5353985,58.38129,99.880455,-27.82209,-4.0768914,-18.78022
570,6.000132084,-6.479300022,26.96747513,15.90530671,-14.97474818,-99.73807984,-86.83011,11.532364,9.352946,142.55243,-36.231743,-0.47588283,-111.983284,-9.959399,17.518503,148.292,-26.608212,-15.000033,-30.990452,-13.742972,29.793802,-41.046555,58.28263,-59.331276,47.578197,19.341427,-5.8769383,12.894611,-7.085304,-12.410011,58.20824,99.196785,-27.418558,-3.7950091,-15.825065
571,6.072217464,-6.400634289,27.76127167,15.70552621,-13.83762033,-99.72959518,-86.818,11.677602,9.5382,141.29272,-36.173286,-0.35470575,-111.50746,-10.335562,16.961367,146.99182,-26.908398,-15.000033,-30.253782,-13.32296,29.793802,-40.87781,58.522327,-59.547203,47.86125,19.744415,-5.7085333,12.915504,-7.863751,-12.325627,57.999226,98.502846,-27.16816,-3.5508919,-12.849052
572,6.147716045,-6.340604305,28.56294556,15.50308274,-12.70449812,-99.75226185,-86.7832,11.831534,9.704466,140.0306,-36.120583,-0.23780282,-111.0324,-10.694356,16.38077,145.66965,-27.157183,-15.000033,-29.482452,-12.88169,29.793802,-40.67252,58.75033,-59.75522,48.056366,20.171898,-5.538017,12.937009,-8.66411,-12.285319,57.784668,97.90483,-27.124338,-3.2773392,-10.04182
573,6.213465214,-6.293261051,29.38328094,15.29847314,-11.56695913,-99.8122006,-86.73422,12.000884,9.842717,138.76654,-36.069077,-0.11792778,-110.56527,-11.031375,15.769226,144.31743,-27.338425,-15.000033,-28.667881,-12.410425,29.793802,-40.45671,58.96489,-59.99629,48.163044,20.622177,-5.3574424,12.960092,-9.475766,-12.292491,57.57126,97.43957,-27.301563,-2.9669094,-7.44205
574,6.278963566,-6.26917696,30.21362419,15.09530092,-10.42822893,-99.90427447,-86.65609,12.178937,9.963235,137.48836,-36.025093,-0.002318658,-110.0908,-11.346313,15.134293,142.93466,-27.471357,-15.000033,-27.82602,-11.928835,29.793802,-40.205177,59.162735,-60.229034,48.194355,21.140223,-5.164447,12.993724,-10.320616,-12.348752,57.33537,97.04843,-27.67851,-2.6759725,-4.9484735
575,6.348823547,-6.263148785,31.04680748,14.89484279,-9.304735276,-100.0193597,-86.54396,12.358623,10.077774,136.21065,-35.99217,0.100051574,-109.60223,-11.636103,14.496473,141.54085,-27.576485,-15.000033,-26.954346,-11.431673,29.793802,-39.93582,59.338406,-60.468277,48.158,21.646645,-4.9805913,13.032379,-11.198069,-12.455723,57.132008,96.69853,-28.167002,-2.4324794,-2.5359676
576,6.405623436,-6.264639854,31.89444656,14.69548548,-8.222891529,-100.1509228,-86.37841,12.530051,10.195036,134.94267,-35.979893,0.17775877,-109.08336,-11.899949,13.874743,140.15935,-27.675177,-15.000033,-26.07972,-10.944001,29.793802,-39.610737,59.491028,-60.657383,48.0765,22.099854,-4.8263054,13.072535,-12.116681,-12.619833,56.702374,96.35516,-29.029259,-2.2645605,-0.20936643
577,6.468176842,-6.28759861,32.73456879,14.50436744,-7.164845587,-100.3033121,-86.17654,12.702747,10.317622,133.68497,-35.989403,0.23349334,-108.56004,-12.127357,13.274025,138.78822,-27.760025,-15.000033,-25.125044,-10.410242,29.793802,-39.315674,59.59252,-60.89293,47.913948,22.477345,-4.7114606,13.116975,-13.043681,-12.837649,56.618538,96.01282,-29.778456,-2.1862156,2.089539
578,6.524465084,-6.324128151,33.5737793,14.31824554,-6.141252994,-100.48189,-85.92143,12.876032,10.436681,132.43417,-36.020184,0.26942024,-108.01125,-12.326015,12.687099,137.4234,-27.83284,-15.000033,-24.153671,-9.880211,29.793802,-38.983036,59.653645,-61.101517,47.710472,22.827456,-4.624067,13.172097,-14.002182,-13.11693,56.35514,95.697105,-30.965982,-2.2041254,4.3010235
579,6.592950821,-6.379196167,34.40782471,14.12522768,-5.154098597,-100.6675664,-85.63193,13.032004,10.538478,131.18835,-36.057194,0.2768346,-107.429245,-12.511265,12.104839,136.0631,-27.903551,-15.000033,-23.176975,-9.3398905,29.793802,-38.62728,59.67204,-61.288822,47.48642,23.12698,-4.5530105,13.222952,-15.001352,-13.459368,55.934036,95.38149,-32.219444,-2.3088756,6.4258094
580,6.656028271,-6.449137688,35.24070663,13.9120864,-4.201553089,-100.8405349,-85.33058,13.152851,10.611,129.94139,-36.08357,0.24767071,-106.81235,-12.702379,11.520526,134.70955,-27.98122,-15.000033,-22.202255,-8.768642,29.793802,-38.262154,59.639877,-61.45206,47.25844,23.360268,-4.4873605,13.2539,-16.08763,-13.822854,55.50091,95.09573,-33.035007,-2.4713323,8.476908
581,6.721425056,-6.529600143,36.06177826,13.73510226,-3.323501855,-100.9771171,-84.94248,13.202876,10.734835,128.66757,-36.105297,0.18705928,-106.14455,-12.875076,11.028214,133.38391,-28.086945,-15.000033,-21.325218,-8.260399,29.793802,-37.82524,59.56301,-61.52464,47.060078,23.52602,-4.4275746,13.286427,-17.261374,-14.276182,54.77672,94.78899,-33.608707,-2.684765,10.4207535
582,6.773310661,-6.627514839,36.89167328,13.55501963,-2.487723338,-101.1060691,-84.52181,13.213085,10.836461,127.38842,-36.12266,0.083383165,-105.43852,-13.046183,10.55041,132.06618,-28.204792,-15.000033,-20.467543,-7.746372,29.793802,-37.350853,59.439384,-61.55258,46.853077,23.635292,-4.3776326,13.316828,-18.515236,-14.782912,53.96436,94.50352,-33.896454,-2.93962,12.282081
583,6.822104931,-6.738514423,37.3231,13.36465207,-1.687924346,-101.2264155,-84.086075,13.200954,10.917182,126.114586,-36.130478,-0.031396028,-104.708046,-13.221178,10.0776615,130.76143,-28.320488,-15.000033,-19.616669,-7.2150855,29.793802,-36.866947,59.268505,-61.563168,46.64702,23.680923,-4.3350587,13.313721,-19.805603,-15.338222,53.01935,94.212975,-34.12063,-3.2110233,14.070036
584,6.874770164,-6.867509842,38.04355164,13.17453726,-0.922233985,-101.3297707,-83.64046,13.176949,11.003095,124.85727,-36.122417,-0.11902609,-103.969475,-13.395808,9.625023,129.48012,-28.420958,-15.000033,-18.770933,-6.6699677,29.793802,-36.397327,59.048416,-61.572914,46.45213,23.661839,-4.2973723,13.246304,-21.098051,-15.932995,51.93938,93.895134,-34.46115,-3.4850607,15.797269
585,6.924877167,-7.006698608,38.7,12.97847721,-0.193323825,-101.4127106,-83.18521,13.14129,11.095504,123.6156,-36.093777,-0.16450937,-103.21349,-13.560701,9.205312,128.2186,-28.503897,-14.949389,-17.92543,-6.1018853,29.793802,-35.950165,58.775208,-61.589943,46.269215,23.543118,-4.2674723,13.091549,-22.407131,-16.564407,50.65993,93.57157,-34.993378,-3.8041956,17.523243
586,6.970135689,-7.160554886,39.5,12.78023341,0.497740591,-101.4790341,-82.711975,13.08708,11.191379,122.38412,-36.05128,-0.18303558,-102.41346,-13.598109,8.927829,126.97747,-28.575397,-14.501751,-17.079514,-5.513706,29.793802,-35.522068,58.44414,-61.612953,46.101665,23.339897,-4.244991,12.8713045,-23.743261,-17.236982,49.202564,93.25373,-35.60933,-4.166147,19.220482
587,7.015679836,-7.321790695,40.24451828,12.58732878,1.156565572,-101.53444,-82.2253,13.018476,11.287489,121.16561,-36.001892,-0.19744773,-101.6109,-13.643473,8.664788,125.75405,-28.640924,-14.061469,-16.240519,-4.9230175,29.793802,-35.12016,58.058044,-61.65464,45.95804,23.111717,-4.222644,12.622701,-25.064726,-17.947798,47.69342,92.903496,-36.218708,-4.4922814,20.772055
588,7.046329975,-7.490497589,40.91856232,12.41387871,1.787840226,-101.5832304,-81.723045,12.93735,11.393634,119.955505,-35.95371,-0.22304891,-100.82056,-13.688004,8.425931,124.55233,-28.706608,-13.633145,-15.419247,-4.3529243,29.793802,-34.73414,57.625427,-61.70733,45.842064,22.926775,-4.193747,12.3828,-26.337067,-18.684404,46.272045,92.48484,-36.730083,-4.698508,22.064217
589,7.073635101,-7.670507431,41.58329468,12.2820677,2.401098253,-101.6173199,-81.212814,12.835387,11.537514,118.751495,-35.90504,-0.25129184,-100.07352,-13.7260275,8.244709,123.38001,-28.768456,-13.209295,-14.634993,-3.821401,29.793802,-34.3484,57.160088,-61.755898,45.74579,22.78034,-4.155349,12.16227,-27.586523,-19.430801,44.963623,92.00347,-37.144527,-4.740056,23.121988
590,7.088191032,-7.853288174,42.35873489,12.18161891,2.991172173,-101.6376899,-80.691246,12.714271,11.707618,117.55345,-35.85146,-0.27768794,-99.3532,-13.766261,8.107975,122.232254,-28.82617,-12.790541,-13.887939,-3.325313,29.793802,-33.94474,56.67078,-61.782898,45.660633,22.650654,-4.1113715,11.94194,-28.83439,-20.175934,43.73014,91.48408,-37.494007,-4.665207,23.993732
591,7.114247322,-8.041191101,42.96477432,12.07626712,3.540426149,-101.6603272,-80.142235,12.591752,11.8524885,116.366264,-35.79741,-0.3233775,-98.60147,-13.811957,7.9527097,121.09512,-28.888165,-12.393175,-13.154301,-2.8439496,29.793802,-33.525337,56.16161,-61.80329,45.57952,22.560959,-4.06413,11.712437,-30.047731,-20.903887,42.54668,90.93522,-37.794567,-4.521213,24.599304
592,7.155647278,-8.231440544,43.26841049,11.93151921,4.031783238,-101.7021861,-79.549,12.487158,11.919746,115.19418,-35.744896,-0.40858677,-97.760376,-13.868532,7.715044,119.95843,-28.966702,-12.033098,-12.406124,-2.3539896,29.793802,-33.098854,55.631695,-61.837147,45.5023,22.534119,-4.0183196,11.464494,-31.195818,-21.598082,41.3842,90.37116,-38.06017,-4.3543324,24.854847
593,7.159873962,-8.432812691,44.10172501,11.72778639,4.44751103,-101.7789443,-78.8911,12.415796,11.87097,114.039505,-35.70033,-0.5574427,-96.78543,-13.934952,7.348388,118.81456,-29.073269,-11.731851,-11.62308,-1.8493278,29.793802,-32.66403,55.0763,-61.90116,45.435463,22.598614,-3.9849021,11.187665,-32.267002,-22.241957,40.27671,89.80571,-38.309414,-4.155239,24.695574
594,7.022713184,-8.635090828,44.64195938,11.4886651,4.801003221,-101.8784338,-78.183,12.367529,11.739403,112.9014,-35.660625,-0.75190836,-95.71592,-14.004648,6.8938103,117.67314,-29.200788,-11.474002,-10.822274,-1.3411622,29.793802,-32.220768,54.494507,-61.983757,45.383045,22.735157,-3.9597952,10.888753,-33.29595,-22.822178,39.171722,89.25363,-38.5795,-3.8983538,24.176287
595,6.975450993,-8.832211494,45.36413879,11.23727031,5.120116731,-101.9767366,-77.45851,12.322884,11.580749,111.77462,-35.61626,-0.95060414,-94.61645,-14.07279,6.4174128,116.53494,-29.322851,-11.221603,-10.028983,-0.83617944,29.793802,-31.78833,53.889744,-62.071774,45.345287,22.89227,-3.9237647,10.584838,-34.318584,-23.352964,38.195576,88.7192,-38.62423,-3.618507,23.393661
596,6.975386143,-9.035745621,46.0453331,10.99975573,5.434493644,-102.0495627,-76.75196,12.259933,11.453598,110.65427,-35.55868,-1.1115351,-93.5566,-14.140918,5.9892125,115.40762,-29.416077,-10.937578,-9.281599,-0.34158877,29.793802,-31.35682,53.27038,-62.115402,45.30926,23.031467,-3.8570852,10.292374,-35.35655,-23.832067,37.0046,88.189186,-38.679214,-3.3386545,22.440437
597,6.965857029,-9.24564743,46.71436234,10.79226857,5.754501315,-102.0854524,-76.07818,12.165156,11.38863,109.53956,-35.4827,-1.2125554,-92.56938,-14.213276,5.6478953,114.29396,-29.471937,-10.60077,-8.582507,0.13436611,29.793802,-30.944407,52.64109,-62.125927,45.259434,23.158613,-3.739596,10.008165,-36.428852,-24.290112,35.9153,87.670975,-38.38389,-3.0577798,21.271715
598,6.949354649,-9.45685482,47.28265915,10.60069711,6.06518113,-102.0985581,-75.417145,12.051458,11.351821,108.42967,-35.39283,-1.2793839,-91.61553,-14.28913,5.3516827,113.192245,-29.502594,-10.236461,-7.9227066,0.5973012,29.793802,-30.528614,52.004612,-62.098724,45.19218,23.295841,-3.5865455,9.725255,-37.511395,-24.725477,34.831955,87.14557,-37.89927,-2.7736132,19.86378
599,6.915509701,-9.671689987,47.96251831,10.40163414,6.35513692,-102.1029796,-74.751976,11.934577,11.301129,107.32433,-35.292675,-1.3442906,-90.65126,-14.365982,5.048841,112.090965,-29.51962,-9.873218,-7.291374,1.0529677,29.793802,-30.104092,51.36329,-62.045647,45.131413,23.398222,-3.42776,9.45808,-38.58204,-25.13562,33.761078,86.57981,-37.254986,-2.5425632,18.34822
600,6.86327219,-9.895334244,48.53264999,10.1680786,6.612765612,-102.1130914,-74.06309,11.833376,11.196013,106.21889,-35.18698,-1.4373877,-89.63025,-14.445595,4.681007,110.97864,-29.539627,-9.54917,-6.678298,1.5074139,29.793802,-29.662273,50.71886,-61.97318,45.102367,23.42309,-3.2931147,9.220945,-39.614086,-25.514555,32.70428,85.939705,-36.48394,-2.4174192,16.856482
601,6.807730198,-10.11385059,49.20499039,9.88762408,6.830948404,-102.1324594,-73.347496,11.752969,11.011589,105.11442,-35.071438,-1.5742623,-88.53064,-14.52148,4.2239275,109.85257,-29.56228,-9.267982,-6.0836544,1.9656829,29.793802,-29.19588,50.069645,-61.877605,45.11669,23.34242,-3.1899168,9.026001,-40.62073,-25.85916,31.73488,85.231926,-35.491325,-2.4126096,15.365558
602,6.763370514,-10.33819199,49.77138748,9.574845778,7.014994902,-102.1539019,-72.61068,11.684589,10.776011,104.01376,-34.947605,-1.7356026,-87.3769,-14.59402,3.7101483,108.71618,-29.584608,-9.013901,-5.5210066,2.421054,29.793802,-28.69522,49.418297,-61.741184,45.155624,23.188208,-3.1025827,8.864153,-41.588047,-26.15889,30.676424,84.45557,-34.452175,-2.5072868,13.82149
603,6.685017586,-10.55810356,50.43175354,9.254601936,7.180486469,-102.1745433,-71.86135,11.623995,10.523199,102.90907,-34.813942,-1.905697,-86.20741,-14.654578,3.1789474,107.576515,-29.591076,-8.774019,-4.980204,2.857636,29.793802,-28.195059,48.765533,-61.591576,45.216263,22.994267,-3.0224123,8.715865,-42.54053,-26.420475,29.679762,83.62831,-33.277576,-2.7048185,12.327144
604,6.615564346,-10.78282261,50.98962097,8.949177911,7.336555988,-102.1920287,-71.101715,11.566706,10.286553,101.797485,-34.66998,-2.0675962,-85.04824,-14.699615,2.6639805,106.434235,-29.579731,-8.542604,-4.4554906,3.2720666,29.793802,-27.679825,48.121696,-61.411472,45.265263,22.822832,-2.945765,8.564199,-43.446,-26.648111,28.624525,82.731255,-32.149532,-2.9951007,10.974218
605,6.551652908,-11.012043,51.64115982,8.664990342,7.494195218,-102.2013411,-70.34292,11.507124,10.075742,100.678925,-34.51838,-2.2160628,-83.921165,-14.728313,2.179212,105.292656,-29.540976,-8.316006,-3.9603202,3.643823,29.793802,-27.204172,47.48216,-61.249218,45.335938,22.61702,-2.865841,8.40707,-44.331047,-26.843996,27.604462,81.73786,-30.96615,-3.381175,9.75845
606,6.484980106,-11.24078846,52.17875595,8.386950985,7.64244169,-102.2059872,-69.57852,11.449837,9.869309,99.55489,-34.358597,-2.36098,-82.80109,-14.74523,1.7003368,104.1505,-29.484756,-8.100999,-3.4744525,4.0029035,29.793802,-26.715845,46.85201,-61.061855,45.392357,22.40802,-2.7911851,8.256616,-45.208454,-27.016317,26.62016,80.688324,-29.69303,-3.864084,8.640383
607,6.402038574,-11.46613312,52.81969757,8.117006897,7.775190726,-102.2126262,-68.79637,11.398349,9.670077,98.4193,-34.182392,-2.508413,-81.67625,-14.745206,1.2307563,102.998436,-29.408892,-7.89181,-3.0093997,4.3366365,29.793802,-26.191383,46.236137,-60.826313,45.429916,22.238274,-2.7212276,8.1005745,-46.022892,-27.161766,25.591051,79.56978,-28.460846,-4.42305,7.6875305
608,6.310991764,-11.69080257,53.36259232,7.859682187,7.895837852,-102.2265089,-67.996475,11.356778,9.4803,97.26366,-33.975887,-2.6637352,-80.54583,-14.723054,0.77303016,101.82938,-29.307627,-7.68424,-2.5696926,4.628312,29.793802,-25.723297,45.632927,-60.643055,45.490837,22.049713,-2.649356,7.921076,-46.81723,-27.266745,24.600306,78.45203,-27.238485,-5.035863,6.9743443
609,6.234657288,-11.90956593,54.00675354,7.614977228,7.995364939,-102.2536496,-67.171936,11.327797,9.298614,96.091034,-33.7348,-2.8324802,-79.40116,-14.679793,0.3251672,100.64413,-29.182528,-7.478895,-2.1501489,4.8796678,29.793802,-25.238876,45.045677,-60.442013,45.540104,21.928192,-2.5762985,7.713548,-47.558384,-27.326738,23.584808,77.31154,-26.083982,-5.704306,6.5383654
610,6.144352436,-12.12842751,54.54571533,7.380683347,8.079839378,-102.2887594,-66.33072,11.308062,9.124251,94.9051,-33.46466,-3.0105102,-78.25072,-14.618174,-0.113169424,99.44355,-29.03246,-7.2778606,-1.7437882,5.098355,29.793802,-24.751032,44.47615,-60.232574,45.574654,21.848103,-2.5029607,7.4847183,-48.292732,-27.337896,22.567682,76.17638,-24.94544,-6.4258504,6.3374357
611,6.046604156,-12.34624481,55.18585968,7.155586454,8.153177861,-102.3244003,-65.470116,11.290752,8.965462,93.69546,-33.17793,-3.1836996,-77.09417,-14.534338,-0.5372,98.22602,-28.861376,-7.077309,-1.3656862,5.2839947,29.793802,-24.261889,43.925316,-60.00541,45.610226,21.769827,-2.4366732,7.248379,-48.982246,-27.302834,21.56952,75.03197,-23.81028,-7.162948,6.300909
612,5.934438705,-12.56202126,55.72580185,6.935732085,8.220532432,-102.3524549,-64.58914,11.268564,8.829942,92.456245,-32.885147,-3.3365858,-75.9319,-14.428523,-0.9436563,96.98489,-28.675468,-6.8730736,-1.0185642,5.445131,29.793802,-23.772947,43.393127,-59.749878,45.65146,21.666477,-2.38521,7.0182366,-49.615562,-27.228975,20.63638,73.89473,-22.63352,-7.8816886,6.3598247
613,5.817385197,-12.78183651,56.36632004,6.719234089,8.290794233,-102.3728985,-63.69639,11.247038,8.704809,91.184105,-32.59035,-3.4805262,-74.771935,-14.29646,-1.3307015,95.71585,-28.469706,-6.6627192,-0.67368895,5.6022115,29.793802,-23.32019,42.876534,-59.49895,45.684162,21.540442,-2.3508441,6.7763605,-50.25111,-27.107016,19.709036,72.833885,-21.378366,-8.596319,6.5578322
614,5.710182667,-12.99378872,57.49654236,6.512272061,8.3540685,-102.3893981,-62.783096,11.225654,8.594139,89.882805,-32.287132,-3.6195023,-73.61143,-14.144269,-1.6854864,94.42505,-28.243395,-6.4405193,-0.3696702,5.723177,29.793802,-22.865145,42.377132,-59.21865,45.723457,21.402807,-2.3295286,6.524938,-50.79365,-26.948475,18.840998,71.73182,-20.01859,-9.312083,6.9069285
615,5.598439693,-13.2105484,58.04354553,6.306303287,8.409185285,-102.3991701,-61.855324,11.205225,8.482836,88.55635,-31.967615,-3.7583964,-72.44157,-13.97579,-2.0312421,93.11122,-28.000843,-6.2194357,-0.076482184,5.834225,29.793802,-22.42405,41.89184,-58.931744,45.768677,21.229239,-2.3185833,6.2962885,-51.321236,-26.74887,18.026375,70.67503,-18.72393,-9.975694,7.3117933
